LOC_ID	METER NO.    CTR     PTR	     PLACE OF INSTALLATION
WB-43   ER-2125-A    800     2000.0000    220 KV GAZOLE(WB)-DALKHOLA(PG)-1
WB-44   ER-2045-A    800     2000.0000    220 KV GAZOLE(WB)-DALKHOLA(PG)-2
WB-51   NP-6484-A    800     2000.0000    220 KV BIDHANNAGAR (WBSETCL)-WARIA(DVC)-1
WB-52   NP-8741-A    600     1200.0000    132 KV DALKHOLA (WBSETCL)-BAISI(BSPHCL)
WB-53   ER-2041-A    800     2000.0000    220 KV SANTALDIH (WBSETCL) - CHANDIL(JSEB)
WB-54   ER-1083-A    800     2000.0000    220 KV BIDHANNAGAR (WBSETCL) - WARIA (DVC)-2
WB-57   ER-2122-A    600     1200.0000    132 KV KURSEONG(WBSETCL)-RANGIT(NHPC)
WB-58   ER-2096-A    600     1200.0000    132 KV KURSEONG(WBSETCL)-SILIGURI(NHPC)
WB-59   ER-2038-A    200     600.0000     66  KV KALIMPONG (WBSETCL) - MELLI (SIKKIM)
WB-60   LT-0307-A    2000    3636.3636    400 KV HALDIA(CESC)-SUBHASGRAM(PG) LINE-1
WB-61   LT-0311-A    2000    3636.3636    400 KV HALDIA(CESC)-SUBHASGRAM(PG) LINE-2
WB-62   ER-1090-A    1600    2000.0000    220 KV EMSS(CESC)-SUBHASGRAM(PG) LINE-1
WB-63   ER-1126-A    1600    2000.0000    220 KV EMSS(CESC)-SUBHASGRAM(PG) LINE-2
WB-64   ER-1131-A    2000    3636.3636    400 KV SAGARDIGHI(WB)-FARAKKA(NTPC)-2(MAIN)
WB-65   ER-1132-A    2000    3636.3636    400 KV SAGARDIGHI(WB)-FARAKKA(NTPC)-2(CHECK)
WB-66   ER-1134-A    2000    3636.3636    400 KV SAGARDIGHI(WB)-JEERAT(WB)-1(MAIN)
WB-67   ER-1520-A    2000    3636.3636    400 KV SAGARDIGHI(WB)-JEERAT(WB)-1(CHECK)
WB-68   ER-2101-A    3000    3636.3636    400 KV JEERAT(WB)-NEW JEERAT(PMJTL) CKT-1
WB-69   ER-2103-A    3000    3636.3636    400 KV JEERAT(WB)-NEW JEERAT(PMJTL) CKT-2
SM-01   ER-1983-A    50      600.0000     66  KV RAVANGLA (SIKKIM) - RANGIT (NHPC)
SM-02   NP-8771-A    150     1200.0000    132 KV MELLI (SIKKIM) - SILIGURI (PG)
SM-03   NP-8770-A    300     1200.0000    132 KV MELLI (SIKKIM) - RANGPO (PG)
SM-04   NP-5997-A    500     1200.0000    132 KV MELLI (SIKKIM) - SAGBARI (SIKKIM)
SM-05   NP-8797-A    500     1200.0000    132 KV SAGBARI(SIKKIM)-MELLI(SIKKIM)
SM-06   NP-8798-A    100     1200.0000    132 KV SAGBARI(SIKKIM)-GYALSHING(SIKKIM)
SM-07   NP-8730-A    100     1200.0000    132 KV GYALSHING(SIKKIM)-SAGBARI(SIKKIM)
SM-51   ER-2124-A    300     600.0000     66  KV MELLI (SIKKIM) - KALIMPONG (WBSETCL)
NE-01   NP-9061-A    4000    3636.3636    400 KV BISWANATH CHARIALI(NER)-AGRA(NR)POLE-1(MB)
NE-02   NP-7601-A    4000    3636.3636    400 KV BISWANATH CHARIALI(NER)-AGRA(NR)POLE-1(TB)
NE-03   NP-5798-A    4000    3636.3636    400 KV BISWANATH CHARIALI(NER)-AGRA(NR)POLE-2(MB)
NE-04   NP-6854-A    4000    3636.3636    400 KV BISWANATH CHARIALI(NER)-AGRA(NR)POLE-2(TB)
NE-81	NP-7581-A    800     2000.0000	  220 KV SALAKATI (PG) - ALIPURDUAR(PG)-1
NE-82	NP-9643-A    800     2000.0000	  220 KV SALAKATI (PG) - ALIPURDUAR(PG)-2
NE-83	NP-8800-A    300     1200.0000	  132 KV SALAKATI (PG) - GELEPHU (BHUTAN)
NE-84	ER-2047-A    600     1200.0000	  132 KV GELEPHU (BHUTAN) - SALAKATI (NER)
NE-85	NP-8468-A    1000    3636.3636	  400 KV BONGAIGAON (PG) - BINAGURI(PG) -1
NE-86	NP-8469-A    1000    3636.3636	  400 KV BONGAIGAON (PG) - BINAGURI(PG)-2
NE-87   NP-9669-A    300     1200.0000    132 KV RANGIA(PG)-MOTANGA(BHUTAN)(MAIN)
NE-88   ER-2049-A    300     1200.0000    132 KV MOTANGA(BHUTAN)-RANGIA(NER)
NE-89   NP-9072-A    2000    3636.3636    400 KV BONGAIGAON(NER)-ALIPURDUAR(PG)-1
NE-90   NP-9069-A    2000    3636.3636    400 KV BONGAIGAON(NER)-ALIPURDUAR(PG)-2
DC-01   NP-9776-A    2000    3636.3636    GAJUWAKA (SR) HVDC STN (SOUTH BUS) -1
DC-02   NP-9758-A    2000    3636.3636    GAJUWAKA (SR) HVDC STN (SOUTH BUS) -2
DC-03   NP-5378-A    2000    3636.3636    GAJUWAKA (SR) HVDC STN (EAST BUS) -1
DC-04   NP-5379-A    2000    3636.3636    GAJUWAKA (SR) HVDC STN (EAST BUS) -2
DC-05   NP-3102-A    800     2000.0000    220 KV UPPER SILERU(SR)-BALIMELA(ER) LINE (MAIN)
DC-06   NP-3081-A    800     2000.0000    220 KV UPPER SILERU(SR)-BALIMELA(ER) LINE (CHECK)
DC-07   NP-9340-A    3000    6954.5455    765 KV SRIKAKULAM(SR)-ANGUL(ER)-1
DC-08   NP-9341-A    3000    6954.5455    765 KV SRIKAKULAM(SR)-ANGUL(ER)-2
NR-01   NP-3052-A    2000    3636.3636    400 KV BALIA (NR)- PATNA (PG)-1
NR-02   NP-5043-A    2000    3636.3636    400 KV BALIA (NR)- PATNA (PG)-2
NR-03   NP-1530-A    800     2000.0000    220 KV SAHUPURI (NR) - PUSAULI (PG)
NR-04   NP-1779-A    2000    3636.3636    400 KV SARANATH(NR)-PUSAULI(ER)
NR-05   NP-1529-A    400     1200.0000    132 KV SAHUPURI (NR) - KARMANASHA (BSPHCL)
NR-06   NP-1292-A    400     1200.0000    132 KV CHANDAULI (NR) - KARMANASHA (BSPHCL)
NR-07   NP-1295-A    400     1200.0000    132 KV RIHAND(NR) - NAGARUNTARI (JSEB)
NR-08   NP-1296-A    400     1200.0000    132 KV RIHAND(NR) - GARWA (JSEB)
NR-09   NP-8303-A    2000    3636.3636    400 KV GORAKHPUR(NR)-MOTIHARI DMTCL(ER) LINE-1 
NR-10   NP-8304-A    2000    3636.3636    400 KV GORAKHPUR(NR)-MOTIHARI DMTCL(ER) LINE-2  
NR-11   NP-5010-A    2000    3636.3636    400 KV GORAKHPUR(NR) - MUZAFFARPUR(ER)-1
NR-12   NP-5009-A    2000    3636.3636    400 KV GORAKHPUR(NR) - MUZAFFARPUR(ER)-2
NR-13   NP-5406-A    2000    3636.3636    400 KV BALIA(NR) - BIHARSHARIFF (ER)-1
NR-14   NP-5345-A    2000    3636.3636    400 KV BALIA(NR) - BIHARSHARIFF (ER)-2
NR-15   NP-6576-A    2000    3636.3636    400 KV BALIA(NR) - NAUBATPUR(BGCL)-1
NR-16   NP-6574-A    2000    3636.3636    400 KV BALIA(NR) - NAUBATPUR(BGCL)-2
NR-17   NP-1290-A    2000    6954.5455    765 KV BALIA(NR)-GAYA (ER)
NR-18   NR-4333-A    2000    3636.3636    400 KV VARANASI(NR)-PUSAULI(ER) EAST
NR-19   NR-4328-A    3000    6954.5455    765 KV VARANASI(NR)-GAYA(ER)-1
NR-20   NR-3844-A    3000    6954.5455    765 KV VARANASI(NR)-GAYA(ER)-2
NR-21   NR-4424-A    2000    6954.5455    765 KV FATEHPUR(NR)-SASARAM(ER)
NR-22   WR-2004-A    3000    3636.3636    400 KV VARANASI(NR)-BIHARSHARIFF(ER)-1
NR-23   NR-4332-A    3000    3636.3636    400 KV VARANASI(NR)-BIHARSHARIFF(ER)-2
NR-24   NP-8111-A    4000    3636.3636    400 KV AGRA(NR)-ALIPURDUAR(ER)POLE-3(MAIN)
NR-25   NP-8110-A    4000    3636.3636    400 KV AGRA(NR)-ALIPURDUAR(ER)POLE-3(CHECK)
NR-26   NP-8130-A    4000    3636.3636    400 KV AGRA(NR)-BNC(NER)POLE-1(MAIN)
NR-27   NP-8136-A    4000    3636.3636    400 KV AGRA(NR)-BNC(NER)POLE-1(CHECK)
NR-28   NP-8108-A    4000    3636.3636    400 KV AGRA(NR)-BNC(NER)POLE-2(MAIN)
NR-29   NP-8109-A    4000    3636.3636    400 KV AGRA(NR)-BNC(NER)POLE-2(CHECK)
NR-30   NP-8209-A    4000    3636.3636    400 KV AGRA(NR)-ALIPURDUAR(ER)POLE-4(MAIN)
NR-31   NP-8211-A    4000    3636.3636    400 KV AGRA(NR)-ALIPURDUAR(ER)POLE-4(CHECK)
CS-01   NP-8769-A    2000    6954.5455    765 KV DHARAMJAYGARH(WR)-RANCHI NEW(ER)-1
CS-02   NP-9264-A    2000    6954.5455    765 KV DHARAMJAYGARH(WR)-SUNDERGARH(ER)-1
CS-03   LT-8780-A    2000    6954.5455    765 KV DHARAMJAYGARH(WR)-SUNDERGARH(ER)-2
CS-04   WR-2553-A    2000    6954.5455    765 KV DHARAMJAYGARH(WR)-RANCHI NEW(ER)-2
CS-05   NP-9224-A    2000    6954.5455    765 KV DHARAMJAYGARH(WR)-SUNDERGARH(ER)-3
CS-06   NP-9225-A    2000    6954.5455    765 KV DHARAMJAYGARH(WR)-SUNDERGARH(ER)-4
CS-07   NP-9198-A    2000    6954.5455    765 KV RAIPUR(WR)-SUNDARGARH(ER)-1
CS-08   NP-9199-A    2000    6954.5455    765 KV RAIPUR(WR)-SUNDARGARH(ER)-2
CS-54	NP-2122-A    800     2000.0000	  220 KV KORBA (WR) - BUDIPADAR (ER)-2
CS-55	NP-2133-A    800     2000.0000	  220 KV KORBA (WR) - BUDIPADAR (ER)-3
CS-57   NP-5713-A    1000    3636.3636    400 KV RAIGARH(WR) - SUNDERGARH(ER)-2
CS-58   NP-5714-A    1000    3636.3636    400 KV RAIGARH(WR) - SUNDERGARH(ER)-3
CS-59	NP-2657-A    1000    3636.3636	  400 KV KORBA (WR) - MAHAN (WR)(Master Frequency)
CS-60   NP-6245-A    2000    3636.3636    400 KV SIPAT(WR)-RANCHI(ER)-1
CS-61   NP-6253-A    2000    3636.3636    400 KV SIPAT(WR)-RANCHI(ER)-2
CS-62   NP-6288-A    1000    3636.3636    400 KV RAIGARH (WR)- SUNDERGARH (ER)-1
CS-63   NP-6287-A    1000    3636.3636    400 KV RAIGARH (WR)- SUNDERGARH(ER)-4
CS-64   NP-8919-A    800     2000.0000    220 KV RAIGARH(PG)-BUDHIPADAR(ER)
VA-01   NP-0000-A    0000    0000.0000    400 KV VIRTUAL ANCILLARY ENTITY
